0.45	0.0	0.0	0.40040515027911844
0.7	0.0	0.0	0.20804688730440704
0.95	0.0	0.0	0.09552665698789652
0.7	0.05	0.0	0.19950790068750374
0.75	0.05	0.0	0.17303650449137398
1.1	0.05	0.0	0.05197829850096585
0.6	0.1	0.0	0.25476618436603427
1.05	0.1	0.0	0.060499549431788244
0.0	0.15	0.0	0.6169926419991923
0.2	0.15	0.0	0.7029615438937884
0.6	0.15	0.0	0.24661617506603092
0.7	0.15	0.0	0.18369586868400908
0.15	0.2	0.0	0.7040120573625274
0.55	0.2	0.0	0.2802797598343565
0.95	0.2	0.0	0.08011745185337821
1.0	0.2	0.0	0.06688583655520115
0.0	0.25	0.0	0.580349908480374
0.05	0.25	0.0	0.6187149572769238
0.15	0.25	0.0	0.6824702354858789
0.95	0.3	0.0	0.0734017757729693
1.0	0.35	0.0	0.058575670796507606
0.25	0.4	0.0	0.4885665990444264
0.75	0.4	0.0	0.12713656135722343
0.1	0.45	0.0	0.4517708768368511
0.65	0.45	0.0	0.16009113970428118
0.65	0.5	0.0	0.15209260786582104
0.85	0.5	0.0	0.08555136360437521
0.25	0.6	0.0	0.3035442690989716
0.15	0.65	0.0	0.3117314414133871
1.0	0.65	0.0	0.04449183489848372
0.15	0.7	0.0	0.29461962960207894
1.1	0.7	0.0	0.028952222596108974
0.0	0.75	0.0	0.30669103670417164
0.95	0.75	0.0	0.04862422525821027
0.95	0.8	0.0	0.046476012246316104
1.1	0.8	0.0	0.026454691252164098
0.5	0.85	0.0	0.1541398798787091
0.9	0.85	0.0	0.05272734108702336
0.15	0.9	0.0	0.24407166458858032
1.0	0.9	0.0	0.03549074250454886
0.1	0.95	0.0	0.2426010211023616
0.15	0.95	0.0	0.23331570819643302
0.9	1.0	0.0	0.046065998581458045
0.7	1.05	0.0	0.08044088290011737
0.9	1.05	0.0	0.04403891609218542
0.95	1.1	0.0	0.03547392066800159
0.5	0.05	0.05	0.35010290817144196
0.8	0.05	0.05	0.1430966575919181
1.0	0.05	0.05	0.07311795695162529
0.2	0.1	0.05	0.7581304927889962
0.85	0.1	0.05	0.11747074277047079
0.55	0.15	0.05	0.29155260591668986
0.85	0.15	0.05	0.1128092373474175
1.0	0.15	0.05	0.06716499193561105
0.05	0.2	0.05	0.693101897139089
0.1	0.2	0.05	0.756453235570562
0.4	0.2	0.05	0.5332310113452798
0.5	0.2	0.05	0.35024894191352357
0.3	0.25	0.05	0.7127990283898572
0.5	0.25	0.05	0.33823416641675785
0.0	0.3	0.05	0.5729533106255082
0.45	0.3	0.05	0.3938828106657297
0.1	0.35	0.05	0.6163783539759601
0.7	0.35	0.05	0.14978174365612987
0.95	0.35	0.05	0.06815416123176503
1.1	0.35	0.05	0.0382595853674505
0.05	0.4	0.05	0.511318543726013
0.65	0.4	0.05	0.16438089404828687
